Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,diet_type,Unnamed: 0,Title,Ingredients,Instructions,Image_Name,Cleaned_Ingredients,image_path
vegan,Instant-Pot Vegan Cauliflower Queso,american,27.68,59.25,18.02,2022-10-16,20:06:59,vegan,2299,Instant-Pot Vegan Cauliflower Queso,"['2 cups (214 g) cauliflower florets (about 1/2 head small cauliflower)', '1 cup (237 ml) water', '3/4 cup (96 g) thick-cut carrot coins', '1/4 cup (34 g) raw cashews', '1/4 cup (24 g) nutritional yeast', 'Liquid drained from 1 (10-oz [283-g]) can diced tomatoes with green chiles (I like Rotel)', '1/2 tsp smoked paprika', '1/2 tsp salt (or to taste)', '1/4 tsp chili powder', '1/4 tsp jalapeño powder, optional', '1/8 tsp mustard powder', '1 (10-oz [283-g]) can diced tomatoes with green chiles, drained (I like Rotel)', '1/2 cup (75 g) chopped bell pepper (optional)', '2 tbsp (30 g) minced red onion (optional)', '1/4 cup (4 g) minced cilantro', 'Instant Pot pressure cooker']","For the Instant Pot, add the cauliflower, water, carrots and cashews to your Instant Pot and cook on high pressure for 5 minutes, then carefully do a quick pressure release by moving the valve to release the pressure.
Pour the cooked mixture into a strainer over the sink and drain the extra water.
For the blender, put the drained mixture along with the nutritional yeast, liquid drained from the canned tomatoes, smoked paprika, salt, chili powder, jalapeño powder (if using) and mustard powder into your blender. Blend until smooth.
For the mix-ins, scrape out the blender contents into a mixing bowl and stir in the tomatoes and green chiles, bell pepper (if using), minced onion (if using) and cilantro.
You can serve this at room temperature or keep it warm on the lowest slow cooker setting.",instant-pot-vegan-cauliflower-queso,"['2 cups (214 g) cauliflower florets (about 1/2 head small cauliflower)', '1 cup (237 ml) water', '3/4 cup (96 g) thick-cut carrot coins', '1/4 cup (34 g) raw cashews', '1/4 cup (24 g) nutritional yeast', 'Liquid drained from 1 (10-oz [283-g]) can diced tomatoes with green chiles (I like Rotel)', '1/2 tsp smoked paprika', '1/2 tsp salt (or to taste)', '1/4 tsp chili powder', '1/4 tsp jalapeño powder, optional', '1/8 tsp mustard powder', '1 (10-oz [283-g]) can diced tomatoes with green chiles, drained (I like Rotel)', '1/2 cup (75 g) chopped bell pepper (optional)', '2 tbsp (30 g) minced red onion (optional)', '1/4 cup (4 g) minced cilantro', 'Instant Pot pressure cooker']",D:\fooddata\images\instant-pot-vegan-cauliflower-queso
vegan,The Trifecta Burger,american,105.55,94.95,227.09,2022-10-16,20:07:05,vegan,6956,The Trifecta Burger,"['1 cup (96 g) TVP granules', '1 cup (235 ml) vegetable broth', '10 ounces (280 g) extra-firm tofu, drained and pressed', '4 ounces (112 g) plain soy tempeh', '1/2 cup (112 g) vegan mayonnaise, store-bought or homemade', '2 tablespoons (34 g) Sriracha sauce', '2 tablespoons (30 ml) sesame oil', '1/2 cup (62 g) all-purpose flour', 'Oil, for frying (optional)']","In a microwave-safe bowl, mix together the TVP granules and the broth, cover tightly with plastic wrap, and microwave for 5 to 6 minutes. Alternatively, bring the broth to a boil, pour over the TVP granules, cover, and let sit for 10 minutes. Let cool.
In a mixing bowl, crumble the tofu and tempeh. Mix in the reconstituted TVP.
Add the mayonnaise, Sriracha sauce, and sesame oil. Mix well.
Slowly knead in the flour until well incorporated and form into 6 patties. Cook as desired.
Bake at 350°F (180°C, or gas mark 4) for 30 minutes, flipping halfway through, or bake first, then finish off by lightly frying in a smidge of oil until golden and crispy, 2 to 3 minutes on each side.",the-trifecta-burger-366489,"['1 cup (96 g) TVP granules', '1 cup (235 ml) vegetable broth', '10 ounces (280 g) extra-firm tofu, drained and pressed', '4 ounces (112 g) plain soy tempeh', '1/2 cup (112 g) vegan mayonnaise, store-bought or homemade', '2 tablespoons (34 g) Sriracha sauce', '2 tablespoons (30 ml) sesame oil', '1/2 cup (62 g) all-purpose flour', 'Oil', 'for frying (optional)']",D:\fooddata\images\the-trifecta-burger-366489
vegan,Naan,indian,72.17,442.77,69.4,2022-10-16,20:07:05,vegan,2730,Naan,"['1 tablespoon melted ghee or butter', '1/2 teaspoon active dry yeast', '1 teaspoon sugar', '1/2 cup (120 ml) warm water', '2 cups (255 g) white bread flour (see Note)', '1 cup (130 g) all-purpose flour, plus more for dusting', '1 1/2 teaspoons medium-grain kosher salt', '3/4 cup (175 ml) plain whole-milk yogurt', 'Nigella seeds, poppy seeds, cumin seeds, sesame seeds, or chopped garlic (optional)', 'Chopped fresh cilantro leaves, for garnish']","Grease a large bowl lightly with ghee.
In a small bowl, stir the yeast and a pinch of the sugar into the water. Set aside for 3 to 5 minutes, at which point the mixture should look foamy. If it isn’t, wait for another minute, and if it is still without activity, start again with fresh yeast.
In a bowl, whisk together the flours, salt, and remaining sugar. Make a well in the center of the dry ingredients, as if making a small volcano. Whisk the yogurt into the yeast mixture, then pour the yeast-water mixture into the middle of the dry ingredients (or crater, to continue the metaphor). With a fork, slowly bring the walls of the well into the liquid a little at a time, until all the liquid is incorporated but some loose flour remains. Turn the whole bowl out onto a clean work surface. Knead the dough until it is a satiny lump, 5 to 8 minutes. If the dough is too sticky to handle at any point, dust with flour.
Place the dough in the ghee-slicked bowl and cover with a damp, lint-free kitchen towel to rest at room temperature until doubled in bulk, 3 to 4 hours. (At this point, the dough can be covered in plastic wrap and refrigerated for up to 2 days. Take chilled dough out of the fridge 30 minutes before using.)
Preheat an oven to 200°F (95°C) with an ovenproof serving dish on the rack set in the middle.
Turn the dough out onto a work surface. Divide the dough into 8 equal portions. Shape each piece into a tight ball by rolling between your cupped hand and a work surface. Re-cover with your towel and leave the dough to relax, at least 5 and up to 10 minutes.
Preheat a large cast-iron skillet or nonstick pan over medium-high heat. Take one piece of dough and place in the center of a lightly floured work surface, keeping the rest of the balls covered. Use a rolling pin to flatten the dough into a round approximately 1/8 inch (3 mm) thick. If desired, pull on one side of the circle to form the traditional teardrop shape. If ever the dough resists rolling and springs back, move on and shape another ball of dough, then return to the first when finished. Once shaped, brush the dough with water and, if using, press any desired seasonings into the surface. Set the dough into the hot pan, wet side down, and brush the now-exposed dry side of the dough with a little water. Cover and cook, undisturbed, until bubbles form on the top of the dough, and the underside is speckled and brown, 2 to 3 minutes. Flip the naan and press with a folded kitchen towel to flatten any large bubbles. Replace the lid and cook until the underside is as browned as the top, 1 to 2 minutes more, then flip back over and brush with melted ghee.
Keep the naan warm in the oven as the remaining dough is shaped and cooked. The naan are best eaten right away but can be stored at room temperature for 1 day. Rewarm in a low oven, wrapped in foil. Garnish with the cilantro.
Omit the yeast. Stir 3/4 cup (175 ml) milk with the yogurt instead of using water. Whisk together the flours, salt, and sugar as above, adding 1 teaspoon baking powder and a generous 3/4 teaspoon baking soda to the mix. Stir the wet ingredients into the dry ingredients to form a dough. Knead, cover with a damp kitchen towel, and let rest at room temperature for 1 hour before shaping and cooking as above.",naan,"['1 tablespoon melted ghee or butter', '1/2 teaspoon active dry yeast', '1 teaspoon sugar', '1/2 cup (120 ml) warm water', '2 cups (255 g) white bread flour (see Note)', '1 cup (130 g) all-purpose flour, plus more for dusting', '1 1/2 teaspoons medium-grain kosher salt', '3/4 cup (175 ml) plain whole-milk yogurt', 'Nigella seeds, poppy seeds, cumin seeds, sesame seeds, or chopped garlic (optional)', 'Chopped fresh cilantro leaves', 'for garnish']",D:\fooddata\images\naan
vegan,Papadums With Whipped Dal,indian,55.86,135.98,58.81,2022-10-16,20:07:19,vegan,2576,Papadums With Whipped Dal,"['Cooking spray', '12 papadums', '1 tablespoon sunflower oil', '1/4 cup chopped white onion', '1 teaspoon minced garlic', '1 teaspoon curry powder', '1/8 teaspoon cardamom', '1 teaspoon chopped ginger', '1/2 teaspoon sea salt', '1/2 teaspoon freshly ground black pepper', '1 cup red lentils', '1/4 cup cilantro leaves', '1 1/2 tablespoons lemon juice', '2 tablespoons chopped tomato', '1/2 cup vegan mayo']","Line a plate with paper towels. Pour a shallow layer of canola oil in a large sauté pan or skillet and heat over high heat until it ripples.
Fry the papadum sheets one at a time until crispy, about 30 seconds. There’s no need to flip them, as they are so thin. Transfer to the paper towel–lined plate to absorb excess oil, then cool to room temperature. Store in an airtight container at room temperature for up to 2 days.
Heat the sunflower oil in a medium saucepan over high heat until it ripples. Add the onion, garlic, curry, cardamom, ginger, salt, and pepper and cook, stirring occasionally, until the onion is translucent, about 4 minutes.
Reduce the heat to medium, add 3 cups water and the lentils, and cook, stirring occasionally, until the lentils are tender, about 15 minutes. Set aside to cool fully.
Transfer the lentil mixture to a blender with the remaining ingredients and blend until smooth. Serve with papadum pieces or store in an airtight container in the refrigerator for up to 3 days.",papadums-with-whipped-dal,"['Cooking spray', '12 papadums', '1 tablespoon sunflower oil', '1/4 cup chopped white onion', '1 teaspoon minced garlic', '1 teaspoon curry powder', '1/8 teaspoon cardamom', '1 teaspoon chopped ginger', '1/2 teaspoon sea salt', '1/2 teaspoon freshly ground black pepper', '1 cup red lentils', '1/4 cup cilantro leaves', '1 1/2 tablespoons lemon juice', '2 tablespoons chopped tomato', '1/2 cup vegan mayo']",D:\fooddata\images\papadums-with-whipped-dal
vegan,Vegan Pasta Alfredo With Two Stroganoff Variations,american,70.53,254.29,34.09,2022-10-16,20:07:19,vegan,2640,Vegan Pasta Alfredo With Two Stroganoff Variations,"['10–12 ounces pasta of your choice', '1 tablespoon extra-virgin olive oil or 3 tablespoons vegetable broth or water', '2–3 cloves garlic, minced', '1 (12.3-ounce) package firm silken tofu', '1/2 cup unsweetened rice milk or other unsweetened nondairy milk', 'Freshly ground pepper to taste', '1 teaspoon salt, or to taste', 'Minced fresh parsley, steamed broccoli florets, wilted spinach, sliced sun-dried tomatoes']","Cook the pasta according to package directions until al dente, then drain.
Meanwhile, heat the oil, broth, or water in a small skillet. Add the garlic and sauté over low heat for 2 to 3 minutes, until golden. Remove from heat.
Combine the sautéed garlic and any oil or broth that remains in the skillet with the tofu and rice milk in a food processor. Process until completely smooth and creamy.
Combine the pasta and tofu mixture in a large serving bowl and toss together. Season with pepper and taste to see if you’d like to add salt. If the mixture needs to be moister, add a small amount of additional rice milk and toss again.
If desired, spoon the parsley, steamed broccoli, spinach, and sun-dried tomatoes over the pasta or on the side; serve at once.
Clean, stem, and slice 1 to 1 1/2 pounds mushrooms. I like to combine a couple of medium-size portobello caps, thinly sliced, with some baby bellas (also known as cremini). A small amount of shiitake mushrooms added to the mix is nice, too. Start by sautéing a finely chopped medium onion in a tablespoon of olive oil or vegetable broth in a medium skillet (or in enough water or broth to keep the skillet moist) until golden. Add the mushrooms and cover. Cook until they’ve wilted down to your liking, about 5 to 8 minutes. If there’s plenty of liquid in the pan from the mushrooms, rather than drain it, thicken it with a couple of teaspoons of cornstarch dissolved in water or vegetable broth. To serve, ladle some of the mushroom mixture on top of individual servings of the pasta. Top with plenty of minced parsley and, for added plant power, some steamed fresh or frozen green peas.
Give this dish some plant-based “beefiness” courtesy of seitan. Follow the recipe above, adding 8 to 16 ounces chopped seitan once the onion is translucent. Drizzle in a tablespoon or two of soy sauce. Cook over medium-high heat until the seitan is lightly browned, stirring often. Then proceed with the mushrooms, following the instructions for regular mushroom stroganoff above.",vegan-pasta-alfredo-with-stroganoff,"['10–12 ounces pasta of your choice', '1 tablespoon extra-virgin olive oil or 3 tablespoons vegetable broth or water', '2–3 cloves garlic, minced', '1 (12.3-ounce) package firm silken tofu', '1/2 cup unsweetened rice milk or other unsweetened nondairy milk', 'Freshly ground pepper to taste', '1 teaspoon salt, or to taste', 'Minced fresh parsley', 'steamed broccoli florets', 'wilted spinach', 'sliced sun-dried tomatoes']",D:\fooddata\images\vegan-pasta-alfredo-with-stroganoff
vegan,Shiny Happy Poppers,french,32.06,200.02,115.51,2022-10-16,20:07:19,vegan,6190,Shiny Happy Poppers,"['12 jalapeños', '1 cup cooked white or brown rice', '1 cup canned black beans, drained and rinsed', '2 tablespoons smooth or grainy vegan Dijon mustard', '1 teaspoon garlic powder, or 1 medium-size clove garlic, peeled and pressed', '1 tablespoon chopped fresh thyme leaves, or 2 teaspoons dried', '1/2 cup extra-virgin olive oil, for drizzling', 'Hot sauce of choice, for drizzling']","Heat the grill to medium-high.
Stem the jalapeños and cut one lengthwise slit in each pepper. Pull out the seeds and inner ribs with your fingers (wear rubber gloves if your skin is sensitive to handling hot peppers).
In a medium-size bowl, combine the rice, black beans, mustard, garlic powder, and thyme. Stir until well mixed.
With an appropriately sized spoon, fill the jalapeños with the rice mixture. Place the peppers on a large sheet of heavy-duty aluminum foil. Drizzle the peppers with the olive oil and then with the hot sauce, to taste.
Fold the foil into a packet with the peppers in one layer. Grill the packet for 15 to 20 minutes, or until the peppers are soft and the rice filling is hot. Serve at once.",shiny-happy-poppers-51100000,"['12 jalapeños', '1 cup cooked white or brown rice', '1 cup canned black beans, drained and rinsed', '2 tablespoons smooth or grainy vegan Dijon mustard', '1 teaspoon garlic powder, or 1 medium-size clove garlic, peeled and pressed', '1 tablespoon chopped fresh thyme leaves, or 2 teaspoons dried', '1/2 cup extra-virgin olive oil, for drizzling', 'Hot sauce of choice', 'for drizzling']",D:\fooddata\images\shiny-happy-poppers-51100000
vegan,Seared Maitake Mushrooms,french,13.34,55.4,196.91,2022-10-16,20:08:13,vegan,5362,Seared Maitake Mushrooms,"['1 leek, white and pale-green parts only, thinly sliced', 'Kosher salt', '1/2 small shallot, finely chopped', '2 cornichons, finely chopped', '1/3 cup vegan or regular mayonnaise', '2 tablespoons Dijon mustard', '1 tablespoon capers, finely chopped', '1 tablespoon chopped fresh dill', '1 tablespoon chopped fresh tarragon', 'Freshly ground black pepper', '2 garlic cloves, finely chopped', '2 tablespoons plus 1/2 cup olive oil', '2 8-ounce maitake mushrooms, cleaned, halved through the stem', 'Kosher salt, freshly ground pepper']","Cook leek in a small saucepan of boiling salted water until tender, about 4 minutes. Drain; transfer to a colander set in a bowl of ice water. Let cool; drain and transfer to paper towels.
Mix shallot, cornichons, mayonnaise, mustard, capers, dill, tarragon, and 3 tablespoons water in a small bowl, adding more water as needed to thin. Fold in leek; season with salt and pepper.
Combine garlic and 2 tablespoons oil in a small bowl. Heat remaining 1/2 cup oil in 2 large skillets over medium-high heat. Season mushrooms with salt and pepper. Cook each, cut side down, in a skillet, pressing to flatten once they begin to soften, until golden and crisp, about 3 minutes per side. Reduce heat to low. Drizzle garlic mixture around mushrooms and cook until garlic is golden, about 1 minute; turn mushrooms to coat.
Spoon leek rémoulade onto plates and top with mushrooms.",seared-maitake-mushrooms-51178950,"['1 leek, white and pale-green parts only, thinly sliced', 'Kosher salt', '1/2 small shallot, finely chopped', '2 cornichons, finely chopped', '1/3 cup vegan or regular mayonnaise', '2 tablespoons Dijon mustard', '1 tablespoon capers, finely chopped', '1 tablespoon chopped fresh dill', '1 tablespoon chopped fresh tarragon', 'Freshly ground black pepper', '2 garlic cloves, finely chopped', '2 tablespoons plus 1/2 cup olive oil', '2 8-ounce maitake mushrooms, cleaned, halved through the stem', 'Kosher salt', 'freshly ground pepper']",D:\fooddata\images\seared-maitake-mushrooms-51178950
vegan,"Oatmeal, Fig, and Walnut Bars",american,73.43,1059.84,223.88,2022-10-16,20:08:26,vegan,8086,"Oatmeal, Fig, and Walnut Bars","['2 cups chopped stemmed dried figs (10 to 11 ounces)', '1 cup water', '6 tablespoons sugar', 'Pinch of salt', '1 1/2 teaspoons fresh lemon juice', '1 teaspoon vanilla extract', '1 cup walnuts, toasted, coarsely chopped', 'Nonstick vegetable oil spray', '1 3/4 cups old-fashioned oats', '13/4 cups all purpose flour', '1 1/4 cups (packed) dark brown sugar', '2 teaspoons ground cinnamon', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 cup (2 sticks) chilled vegan ""butter"" (such as Earth Balance) or margarine, cut into 1/2-inch cubes', '1 cup powdered sugar']","Combine first 4 ingredients in heavy medium saucepan. Bring to simmer over medium heat, stirring until sugar dissolves. Reduce heat to low. Cover and simmer 5 minutes. Uncover and simmer until figs are very soft and filling is thick, stirring often, about 10 minutes. Mix in lemon juice and vanilla, then walnuts. Cool completely. DO AHEAD: Can be made 1 day ahead. Cover and chill. Bring to room temperature before using.
Position rack in top third of oven and preheat to 350°F. Spray 13x9x2- inch metal baking pan with nonstick spray. Combine oats and next 5 ingredients in large bowl and whisk to blend. Add cubed ""butter."" Using fingertips, blend until mixture forms small moist clumps.
Firmly press half of crust mixture (about 3 cups) over bottom of prepared pan. Spread filling evenly over crust. Sprinkle remaining crust mixture over filling; press to adhere.
Bake bars until deep brown and firm to touch, about 35 minutes. Cool in pan on rack. Cut crosswise into 6 strips. Make 8 lengthwise cuts, forming 2x1-inch bars. DO AHEAD: Can be made 1 day ahead. Cover pan with foil; store at room temperature.
Place powdered sugar in medium bowl. Using narrow spatula, remove as many bars as desired from pan. Roll half of bars in powdered sugar to coat. Arrange coated bars and plain bars alternately on platter.",oatmeal-fig-and-walnut-bars-356871,"['2 cups chopped stemmed dried figs (10 to 11 ounces)', '1 cup water', '6 tablespoons sugar', 'Pinch of salt', '1 1/2 teaspoons fresh lemon juice', '1 teaspoon vanilla extract', '1 cup walnuts, toasted, coarsely chopped', 'Nonstick vegetable oil spray', '1 3/4 cups old-fashioned oats', '13/4 cups all purpose flour', '1 1/4 cups (packed) dark brown sugar', '2 teaspoons ground cinnamon', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 cup (2 sticks) chilled vegan ""butter"" (such as Earth Balance) or margarine, cut into 1/2-inch cubes', '1 cup powdered sugar']",D:\fooddata\images\oatmeal-fig-and-walnut-bars-356871
vegan,"Oatmeal, Fig, And Walnut Bars",american,54.06,916.76,219.49,2022-10-16,20:08:26,vegan,8086,"Oatmeal, Fig, and Walnut Bars","['2 cups chopped stemmed dried figs (10 to 11 ounces)', '1 cup water', '6 tablespoons sugar', 'Pinch of salt', '1 1/2 teaspoons fresh lemon juice', '1 teaspoon vanilla extract', '1 cup walnuts, toasted, coarsely chopped', 'Nonstick vegetable oil spray', '1 3/4 cups old-fashioned oats', '13/4 cups all purpose flour', '1 1/4 cups (packed) dark brown sugar', '2 teaspoons ground cinnamon', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 cup (2 sticks) chilled vegan ""butter"" (such as Earth Balance) or margarine, cut into 1/2-inch cubes', '1 cup powdered sugar']","Combine first 4 ingredients in heavy medium saucepan. Bring to simmer over medium heat, stirring until sugar dissolves. Reduce heat to low. Cover and simmer 5 minutes. Uncover and simmer until figs are very soft and filling is thick, stirring often, about 10 minutes. Mix in lemon juice and vanilla, then walnuts. Cool completely. DO AHEAD: Can be made 1 day ahead. Cover and chill. Bring to room temperature before using.
Position rack in top third of oven and preheat to 350°F. Spray 13x9x2- inch metal baking pan with nonstick spray. Combine oats and next 5 ingredients in large bowl and whisk to blend. Add cubed ""butter."" Using fingertips, blend until mixture forms small moist clumps.
Firmly press half of crust mixture (about 3 cups) over bottom of prepared pan. Spread filling evenly over crust. Sprinkle remaining crust mixture over filling; press to adhere.
Bake bars until deep brown and firm to touch, about 35 minutes. Cool in pan on rack. Cut crosswise into 6 strips. Make 8 lengthwise cuts, forming 2x1-inch bars. DO AHEAD: Can be made 1 day ahead. Cover pan with foil; store at room temperature.
Place powdered sugar in medium bowl. Using narrow spatula, remove as many bars as desired from pan. Roll half of bars in powdered sugar to coat. Arrange coated bars and plain bars alternately on platter.",oatmeal-fig-and-walnut-bars-356871,"['2 cups chopped stemmed dried figs (10 to 11 ounces)', '1 cup water', '6 tablespoons sugar', 'Pinch of salt', '1 1/2 teaspoons fresh lemon juice', '1 teaspoon vanilla extract', '1 cup walnuts, toasted, coarsely chopped', 'Nonstick vegetable oil spray', '1 3/4 cups old-fashioned oats', '13/4 cups all purpose flour', '1 1/4 cups (packed) dark brown sugar', '2 teaspoons ground cinnamon', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 cup (2 sticks) chilled vegan ""butter"" (such as Earth Balance) or margarine, cut into 1/2-inch cubes', '1 cup powdered sugar']",D:\fooddata\images\oatmeal-fig-and-walnut-bars-356871
vegan,Chocolate Cake with Chocolate-Orange Frosting,american,37.4,726.63,235.54,2022-10-16,20:08:40,vegan,8083,Chocolate Cake with Chocolate-Orange Frosting,"['Nonstick vegetable oil spray', '1 cup all purpose flour', '1 cup sugar', '1/2 cup whole wheat pastry flour*', '6 tablespoons unsweetened cocoa powder', '1 teaspoon baking soda', '1/2 teaspoon salt', '3/4 cup water', '1/3 cup vegetable oil', '1/4 cup frozen orange juice concentrate, thawed', '1 teaspoon vanilla extract', '1 teaspoon distilled white vinegar', '8 ounces bittersweet chocolate (donot exceed 61% cacao), chopped', '6 tablespoons (3/4 stick) vegan ""butter"" (such as Earth Balance) or margarine, room temperature', '1 cup powdered sugar', '3 tablespoons frozen orange juice concentrate, thawed, divided', '1/2 teaspoon vanilla extract', 'Large pinch of salt', '1/4 cup light agave nectar**']","Preheat oven to 350°F. Spray 9-inch diameter cake pan with 2-inch-high sides with nonstick spray. Sift all purpose flour, sugar, whole wheat flour, cocoa powder, baking soda, and salt into large bowl. Add 3/4 cup water, oil, juice concentrate, vanilla, and vinegar and whisk to blend. Transfer batter to prepared pan.
Bake cake until tester inserted into center comes out clean, about 35 minutes. Cool cake in pan on rack. Carefully cut around pan sides and turn out cake onto serving platter.
Place chopped bittersweet chocolate in medium metal bowl. Set bowl over saucepan of barely simmering water. Stir constantly until chocolate is melted and smooth. Carefully transfer bowl to work surface. Cool melted chocolate to room temperature, stirring occasionally, 15 to 20 minutes.
Using electric mixer, beat ""butter"" in large bowl until smooth. Add powdered sugar, 1 tablespoon juice concentrate, vanilla, and salt; beat until smooth. Add 2 tablespoons juice concentrate; beat until blended. Beat in agave nectar, then chocolate. Let stand 10 minutes. Frost top and sides of cake. DO AHEAD: Cake can be made up to 8 hours ahead. Cover with cake dome and store at room temperature.
Also called whole grain pastry flour; available at some supermarkets and at most natural foods stores.
** A natural sweetener made from the sap of agave succulent plants; sold at some supermarkets and at natural foods stores.",chocolate-cake-with-chocolate-orange-frosting-356911,"['Nonstick vegetable oil spray', '1 cup all purpose flour', '1 cup sugar', '1/2 cup whole wheat pastry flour*', '6 tablespoons unsweetened cocoa powder', '1 teaspoon baking soda', '1/2 teaspoon salt', '3/4 cup water', '1/3 cup vegetable oil', '1/4 cup frozen orange juice concentrate, thawed', '1 teaspoon vanilla extract', '1 teaspoon distilled white vinegar', '8 ounces bittersweet chocolate (donot exceed 61% cacao), chopped', '6 tablespoons (3/4 stick) vegan ""butter"" (such as Earth Balance) or margarine, room temperature', '1 cup powdered sugar', '3 tablespoons frozen orange juice concentrate, thawed, divided', '1/2 teaspoon vanilla extract', 'Large pinch of salt', '1/4 cup light agave nectar**']",D:\fooddata\images\chocolate-cake-with-chocolate-orange-frosting-356911
vegan,Raspberry sorbet,french,6.64,265.07,3.42,2022-10-16,20:09:09,vegan,6065,Raspberry Sorbet,"['1 cup sugar', '4 cups frozen raspberries', '1 tablespoon lemon juice']","1. In a small saucepan over moderate heat, combine the sugar with 1 cup water and bring to a boil, stirring occasionally, to dissolve the sugar. Remove the syrup from the heat and let cool completely.
2. In a blender or food processor, combine the berries with 1/2 cup water and blend until smooth (add a bit more water, 1 to 2 tablespoons at a time, as needed to keep the mixture smooth). Combine the fruit purée, cooled syrup, and lemon juice and stir to combine.
3. Transfer the mixture to an ice cream machine and freeze according to the manufacturer's instructions. Pack the sorbet into containers, cover, and freeze for 3 to 4 hours before serving.",raspberry-sorbet-51113440,"['1 cup sugar', '4 cups frozen raspberries', '1 tablespoon lemon juice']",D:\fooddata\images\raspberry-sorbet-51113440
vegan,Cassava Bacon,american,11.08,186.49,22.83,2022-10-16,20:09:30,vegan,1379,Cassava Bacon,"['1/4 cup low-sodium tamari or soy sauce', '2 tablespoons maple syrup', '1 tablespoon liquid smoke', '1 teaspoon smoked paprika', '1 cassava root', '1 to 2 tablespoons vegetable oil, for frying']","Combine all of the marinade ingredients together in a bowl or wide dish with a whisk or fork.
Peel the tough brown waxy skin from the cassava and discard. Your cassava root should be firm and white, not gray or mushy. That is a sign of spoilage.
Using the peeler or a mandolin, shave off thin strips of cassava about 1 1/4 inches wide to resemble strip bacon.
Marinate the strips for 15 minutes.
Heat a nonstick pan over medium-low heat with a small amount of oil. When the pan is hot, place 4 or 5 strips into the pan. Cook for 3 to 4 minutes on the first side and 2 to 3 minutes after flipped. You may need to lower the heat so the pan doesn’t get too hot and burn the bacon. Once or twice while frying a batch, add a little bit of the excess marinade to help caramelize the bacon. Also add more oil to the pan before frying each batch.
Remove the fried strips from the pan and set on a plate. Placing the strips on paper towels isn't advised, as they will stick.
The bacon lasts up to 2 weeks stored in an airtight container at room temperature or in the fridge. Warm up leftover strips in the oven or in a pan on the stove before serving with recipes.",vegan-cassava-bacon,"['1/4 cup low-sodium tamari or soy sauce', '2 tablespoons maple syrup', '1 tablespoon liquid smoke', '1 teaspoon smoked paprika', '1 cassava root', '1 to 2 tablespoons vegetable oil', 'for frying']",D:\fooddata\images\vegan-cassava-bacon
vegan,Beet Tartare,french,27.2,108.07,62.82,2022-10-16,20:09:50,vegan,3511,Beet Tartare,"['3 tablespoons olive oil', '2 tablespoons buckwheat groats', '1 pound red and golden beets, peeled and cut into 1/4"" dice, roasted', '1 finely chopped shallot', '2 tablespoons chopped fresh mint', '2 tablespoons Sherry vinegar', 'Reserved buckwheat and oil', 'Salt and pepper', '1/2 cup sour cream', 'Fresh lemon juice']","Cook 3 tablespoons olive oil and 2 tablespoons buckwheat groats (coarsely chopped hazelnuts would also be A+) in a small skillet over medium heat, stirring, until golden brown, about 4 minutes; set aside. Peel and cut 1 pound red and golden beets, roasted, into 1/4"" dice. Toss in a medium bowl with 1 finely chopped shallot, 2 tablespoons chopped fresh mint, 2 tablespoons Sherry vinegar, and reserved buckwheat and oil; season with salt and pepper. Thin 1/2 cup sour cream with fresh lemon juice. Serve beet mixture over sour cream topped with lemon zest.",beet-tartare-56389969,"['3 tablespoons olive oil', '2 tablespoons buckwheat groats', '1 pound red and golden beets, peeled and cut into 1/4"" dice, roasted', '1 finely chopped shallot', '2 tablespoons chopped fresh mint', '2 tablespoons Sherry vinegar', 'Reserved buckwheat and oil', 'Salt and pepper', '1/2 cup sour cream', 'Fresh lemon juice']",D:\fooddata\images\beet-tartare-56389969
vegan,Citrus Collards with Raisins Redux,american,6.65,92.0,14.69,2022-10-16,20:10:03,vegan,8825,Citrus Collards with Raisins Redux,"['2 large bunches collard greens, ribs removed, cut into a chiffonade, rinsed and drained', '1 tablespoon extra-virgin olive oil', '2 cloves garlic, minced', '2/3 cup raisins', '1/3 cup freshly squeezed orange juice']","In a large pot over high heat, bring 3 quarts of water to a boil and add 1 tablespoon salt. Add the collards and cook, uncovered, for 8 to 10 minutes, until softened. Meanwhile, prepare a large bowl of ice water to cool the collards.
Remove the collards from the heat, drain, and plunge them into the bowl of cold water to stop cooking and set the color of the greens. Drain by gently pressing the greens against a colander.
In a medium-size sauté pan, combine the olive oil and the garlic and raise the heat to medium. Sauté for 1 minute. Add the collards, raisins, and 1/2 teaspoon salt. Sauté for 3 minutes, stirring frequently.
Add orange juice and cook for an additional 15 seconds. Do not overcook (collards should be bright green). Season with additional salt to taste if needed and serve immediately. (This also makes a tasty filling for quesadillas.)",citrus-collards-with-raisins-redux-352451,"['2 large bunches collard greens, ribs removed, cut into a chiffonade, rinsed and drained', '1 tablespoon extra-virgin olive oil', '2 cloves garlic, minced', '2/3 cup raisins', '1/3 cup freshly squeezed orange juice']",D:\fooddata\images\citrus-collards-with-raisins-redux-352451
